KANTON GRAUBÜNDEN	employs_vernacular_name	Räckholdera
KANTON GRAUBÜNDEN	employs_vernacular_name	Räckholder
FÜRSTENTUM LIECHTENSTEIN	employs_vernacular_name	Rekholder
FÜRSTENTUM LIECHTENSTEIN	employs_vernacular_name	Rekholder
FÜRSTENTUM LIECHTENSTEIN	employs_vernacular_name	Röklatar
KANTON BASEL-LANDSCHAFT	employs_vernacular_name	Lerchä
KANTON BASEL-LANDSCHAFT	employs_vernacular_name	Lerche
KANTON BASEL-LANDSCHAFT	employs_vernacular_name	Lerche
KANTON BASEL-LANDSCHAFT	employs_vernacular_name	Lerche
KANTON SOLOTHURN	employs_vernacular_name	Lerche
KANTON SOLOTHURN	employs_vernacular_name	Lerche
KANTON BERN	employs_vernacular_name	Lierch
KANTON BERN	employs_vernacular_name	Lerche
KANTON BERN	employs_vernacular_name	Lerche
KANTON BERN	employs_vernacular_name	Lerche
KANTON BERN	employs_vernacular_name	Lerch
KANTON BERN	employs_vernacular_name	Lärchen
KANTON BERN	employs_vernacular_name	Lärchen
KANTON BERN	employs_vernacular_name	Lerch
KANTON BERN	employs_vernacular_name	Leerche
KANTON BERN	employs_vernacular_name	Leerche
KANTON BERN	employs_vernacular_name	Lerchä
KANTON BERN	employs_vernacular_name	Lärche
KANTON BERN	employs_vernacular_name	Lärche
KANTON BERN	employs_vernacular_name	Lerche
KANTON WALLIS	employs_vernacular_name	Lärche
KANTON WALLIS	employs_vernacular_name	Lärche
KANTON WALLIS	employs_vernacular_name	Lärcha
KANTON WALLIS	employs_vernacular_name	Lärcha
KANTON AARGAU	employs_vernacular_name	Lärche
KANTON AARGAU	employs_vernacular_name	Lärchtanne
KANTON AARGAU	employs_vernacular_name	Lerch
KANTON AARGAU	employs_vernacular_name	Lärche
KANTON AARGAU	employs_vernacular_name	Lerchtanne
KANTON AARGAU	employs_vernacular_name	Lärchtanne
KANTON AARGAU	employs_vernacular_name	Lärch
KANTON AARGAU	employs_vernacular_name	Lärche
KANTON LUZERN	employs_vernacular_name	Lärche
KANTON LUZERN	employs_vernacular_name	Lärch
KANTON LUZERN	employs_vernacular_name	Lärche
KANTON UNTERWALDEN OB DEM WALD	employs_vernacular_name	Lärch
KANTON ZÜRICH	employs_vernacular_name	Lärche
KANTON ZÜRICH	employs_vernacular_name	Lärche
KANTON ZÜRICH	employs_vernacular_name	Lärche
KANTON SCHWYZ	employs_vernacular_name	Lärchä
KANTON SCHWYZ	employs_vernacular_name	Lärchä
KANTON SCHWYZ	employs_vernacular_name	Lärchä
KANTON URI	employs_vernacular_name	Lärchä
KANTON URI	employs_vernacular_name	Lärchä
KANTON TESSIN	employs_vernacular_name	Larcha
KANTON THURGAU	employs_vernacular_name	Lärche
KANTON APPENZELL I.RH.	employs_vernacular_name	Lerche
KANTON APPENZELL A.RH.	employs_vernacular_name	Lortanne
KANTON APPENZELL A.RH.	employs_vernacular_name	Lerchtanne
KANTON APPENZELL A.RH.	employs_vernacular_name	Lortane
KANTON APPENZELL A.RH.	employs_vernacular_name	Lortanne
KANTON ST. GALLEN	employs_vernacular_name	Lärche
KANTON ST. GALLEN	employs_vernacular_name	Lärch
KANTON ST. GALLEN	employs_vernacular_name	Lärch
KANTON ST. GALLEN	employs_vernacular_name	Lärchä
KANTON ST. GALLEN	employs_vernacular_name	Lärchä
KANTON ST. GALLEN	employs_vernacular_name	Lärch
KANTON ST. GALLEN	employs_vernacular_name	Lärchä
KANTON ST. GALLEN	employs_vernacular_name	Lärchä
KANTON ST. GALLEN	employs_vernacular_name	Lärchä
KANTON ST. GALLEN	employs_vernacular_name	Lerche
KANTON GRAUBÜNDEN	employs_vernacular_name	Laresch
KANTON GRAUBÜNDEN	employs_vernacular_name	Larsch
KANTON GRAUBÜNDEN	employs_vernacular_name	Larsch
KANTON GRAUBÜNDEN	employs_vernacular_name	Leerch
KANTON GRAUBÜNDEN	employs_vernacular_name	Leerch
KANTON GRAUBÜNDEN	employs_vernacular_name	Lärchä
KANTON GRAUBÜNDEN	employs_vernacular_name	Lärch
KANTON GRAUBÜNDEN	employs_vernacular_name	Lärch
KANTON GRAUBÜNDEN	employs_vernacular_name	Lerch
KANTON GRAUBÜNDEN	employs_vernacular_name	Lärch
KANTON GRAUBÜNDEN	employs_vernacular_name	Valendas
KANTON GRAUBÜNDEN	employs_vernacular_name	Lerchä
KANTON GRAUBÜNDEN	employs_vernacular_name	Schanfigg
KANTON GRAUBÜNDEN	employs_vernacular_name	Leerch
KANTON GRAUBÜNDEN	employs_vernacular_name	Schanfigg
KANTON GRAUBÜNDEN	employs_vernacular_name	Lärch
KANTON GRAUBÜNDEN	employs_vernacular_name	Lärcha
KANTON GRAUBÜNDEN	employs_vernacular_name	Lärch
FÜRSTENTUM LIECHTENSTEIN	employs_vernacular_name	Lärcha
FÜRSTENTUM LIECHTENSTEIN	employs_vernacular_name	Lärcha
KANTON BASEL-LANDSCHAFT	employs_vernacular_name	Rottanne
KANTON BASEL-LANDSCHAFT	employs_vernacular_name	Rotdanne
KANTON BASEL-LANDSCHAFT	employs_vernacular_name	Rottanne
KANTON BASEL-LANDSCHAFT	employs_vernacular_name	Rottanne
KANTON SOLOTHURN	employs_vernacular_name	Rottanne
KANTON SOLOTHURN	employs_vernacular_name	Tanne
KANTON SOLOTHURN	employs_vernacular_name	Fiechte
KANTON BERN	employs_vernacular_name	Rottanne
KANTON BERN	employs_vernacular_name	Fiechte
KANTON BERN	employs_vernacular_name	Rottanne
KANTON BERN	employs_vernacular_name	Rottanne
KANTON BERN	employs_vernacular_name	Rottanne
KANTON BERN	employs_vernacular_name	Rottanne
KANTON BERN	employs_vernacular_name	Rottannen
KANTON BERN	employs_vernacular_name	Rottannen
KANTON BERN	employs_vernacular_name	Grotzen
